marca;modelo;ano;products_ref
"KTM";"450 EXC-F";"2024";"WWPPF070"
"KTM";"450 SMR";"2013";"WWPPF070"
"KTM";"450 SMR";"2014";"WWPPF070"
"KTM";"450 SMR";"2021";"WWPPF070"
"KTM";"450 SMR";"2022";"WWPPF070"
"KTM";"450 SMR";"2023";"WWPPF070"
"KTM";"450 SX-F";"2012";"WWPPF070"
"KTM";"450 SX-F";"2013";"WWPPF070"
"KTM";"450 SX-F";"2014";"WWPPF070"
"KTM";"450 SX-F";"2015";"WWPPF070"
"KTM";"450 SX-F";"2016";"WWPPF070"
"KTM";"450 SX-F";"2017";"WWPPF070"
"KTM";"450 SX-F";"2018";"WWPPF070"
"KTM";"450 SX-F";"2019";"WWPPF070"
"KTM";"450 SX-F";"2020";"WWPPF070"
"KTM";"450 SX-F";"2021";"WWPPF070"
"KTM";"450 SX-F";"2022";"WWPPF070"
"KTM";"450 SX-F";"2023";"WWPPF070"
"KTM";"450 SX-F";"2024";"WWPPF070"
"KTM";"500 EXC-F";"2017";"WWPPF070"
"KTM";"500 EXC-F";"2018";"WWPPF070"
"KTM";"500 EXC-F";"2019";"WWPPF070"
"KTM";"500 EXC-F";"2020";"WWPPF070"
"KTM";"500 EXC-F";"2021";"WWPPF070"
"KTM";"500 EXC-F";"2022";"WWPPF070"
"KTM";"500 EXC-F";"2023";"WWPPF070"
"KTM";"500 EXC-F";"2024";"WWPPF070"
"KTM";"Freeride 350";"2012";"WWPPF070"
"KTM";"Freeride 350";"2013";"WWPPF070"
"KTM";"Freeride 350";"2014";"WWPPF070"
"KTM";"Freeride 350";"2015";"WWPPF070"
"KTM";"Freeride 350";"2016";"WWPPF070"
"KTM";"Freeride 350";"2017";"WWPPF070"
"Beta";"RR 400 Enduro";"2005";"WWPPF071"
"Beta";"RR 400 Enduro";"2006";"WWPPF071"
"Beta";"RR 400 Enduro";"2007";"WWPPF071"
"Beta";"RR 400 Enduro";"2008";"WWPPF071"
"Beta";"RR 400 Enduro";"2009";"WWPPF071"
"Beta";"RR 450 Enduro";"2005";"WWPPF071"
"Beta";"RR 450 Enduro";"2006";"WWPPF071"
"Beta";"RR 450 Enduro";"2007";"WWPPF071"
"Beta";"RR 450 Enduro";"2008";"WWPPF071"
"Beta";"RR 450 Enduro";"2009";"WWPPF071"
"Beta";"RR 525 Enduro";"2005";"WWPPF071"
"Beta";"RR 525 Enduro";"2006";"WWPPF071"
"Beta";"RR 525 Enduro";"2007";"WWPPF071"
"Beta";"RR 525 Enduro";"2008";"WWPPF071"
"Beta";"RR 525 Enduro";"2009";"WWPPF071"
"Husaberg";"FE 450";"2004";"WWPPF071"
"Husaberg";"FE 450";"2005";"WWPPF071"
"Husaberg";"FE 450";"2006";"WWPPF071"
"Husaberg";"FE 450";"2007";"WWPPF071"
"Husaberg";"FE 450";"2008";"WWPPF071"
"Husaberg";"FE 550";"2004";"WWPPF071"
"Husaberg";"FE 550";"2005";"WWPPF071"
"Husaberg";"FE 550";"2006";"WWPPF071"
"Husaberg";"FE 550";"2007";"WWPPF071"
"Husaberg";"FE 550";"2008";"WWPPF071"
"Husaberg";"FE 650";"2004";"WWPPF071"
"Husaberg";"FE 650";"2005";"WWPPF071"
"Husaberg";"FE 650";"2006";"WWPPF071"
"Husaberg";"FE 650";"2007";"WWPPF071"
"Husaberg";"FE 650";"2008";"WWPPF071"
"Husaberg";"FS 650";"2004";"WWPPF071"
"Husaberg";"FS 650";"2005";"WWPPF071"
"Husaberg";"FS 650";"2006";"WWPPF071"
"Husaberg";"FS 650";"2007";"WWPPF071"
"Husaberg";"FS 650";"2008";"WWPPF071"
"KTM";"450 EXC Racing";"2004";"WWPPF071"
"KTM";"450 EXC Racing";"2005";"WWPPF071"
"KTM";"450 EXC Racing";"2006";"WWPPF071"
"KTM";"450 EXC Racing";"2007";"WWPPF071"
"KTM";"450 SMR";"2004";"WWPPF071"
"KTM";"450 SMR";"2005";"WWPPF071"
"KTM";"450 SMR";"2006";"WWPPF071"
"KTM";"450 SMR";"2007";"WWPPF071"
"KTM";"525 EXC Racing";"2004";"WWPPF071"
"KTM";"525 EXC Racing";"2005";"WWPPF071"
"KTM";"525 EXC Racing";"2006";"WWPPF071"
"KTM";"525 EXC Racing";"2007";"WWPPF071"
"KTM";"525 SMR";"2004";"WWPPF071"
"KTM";"525 SMR";"2005";"WWPPF071"
"KTM";"525 SX";"2004";"WWPPF071"
"KTM";"525 SX";"2005";"WWPPF071"
"KTM";"525 SX";"2006";"WWPPF071"
"KTM";"450 EXC Racing";"2003";"WWPPF072"
"KTM";"520 EXC";"2000";"WWPPF072"
"KTM";"520 EXC";"2001";"WWPPF072"
"KTM";"520 EXC";"2002";"WWPPF072"
"KTM";"520 SX";"2000";"WWPPF072"
"KTM";"520 SX";"2001";"WWPPF072"
"KTM";"520 SX";"2002";"WWPPF072"
"KTM";"525 EXC Racing";"2003";"WWPPF072"
"KTM";"525 SX";"2003";"WWPPF072"
"KTM";"450 SMR";"2008";"WWPPF073"
"KTM";"450 SX-F";"2007";"WWPPF073"
"KTM";"450 SX-F";"2008";"WWPPF073"
"KTM";"450 SX-F";"2009";"WWPPF073"
"KTM";"450 SX-F";"2010";"WWPPF073"
"KTM";"450 SX-F";"2011";"WWPPF073"
"KTM";"505 SX-F";"2008";"WWPPF073"
"KTM";"530 EXC-R";"2008";"WWPPF074"
"Husaberg";"FE 390";"2009";"WWPPF075"
"Husaberg";"FE 390";"2010";"WWPPF075"
"Husaberg";"FE 450";"2009";"WWPPF075"
"Husaberg";"FE 450";"2010";"WWPPF075"
"Husaberg";"FE 450";"2011";"WWPPF075"
"Husaberg";"FE 450";"2012";"WWPPF075"
"Husaberg";"FE 570";"2009";"WWPPF075"
"Husaberg";"FE 570";"2010";"WWPPF075"
"Husaberg";"FE 570";"2011";"WWPPF075"
"Husaberg";"FE 570";"2012";"WWPPF075"
"Husaberg";"FX 450";"2009";"WWPPF075"
"Husaberg";"FX 450";"2010";"WWPPF075"
"KTM";"400 EXC";"2009";"WWPPF075"
"KTM";"400 EXC";"2010";"WWPPF075"
"KTM";"400 EXC";"2011";"WWPPF075"
"KTM";"530 EXC-R";"2009";"WWPPF075"
"KTM";"530 EXC-R";"2010";"WWPPF075"
"KTM";"530 EXC-R";"2011";"WWPPF075"
"KTM";"400 LC4";"1998";"WWPPF076"
"KTM";"400 LC4";"1999";"WWPPF076"
"KTM";"400 LC4";"2000";"WWPPF076"
"KTM";"400 LC4";"2001";"WWPPF076"
"KTM";"625 SXC";"2002";"WWPPF076"
"KTM";"625 SXC";"2003";"WWPPF076"
"KTM";"625 SXC";"2004";"WWPPF076"
"KTM";"625 SXC";"2005";"WWPPF076"
"KTM";"625 SXC";"2006";"WWPPF076"
"KTM";"625 SXC";"2007";"WWPPF076"
"GasGas";"MC 65";"2021";"WWPPF077"
"GasGas";"MC 65";"2022";"WWPPF077"
"GasGas";"MC 65";"2023";"WWPPF077"
"Husqvarna";"TC 65";"2017";"WWPPF077"
"Husqvarna";"TC 65";"2018";"WWPPF077"
"Husqvarna";"TC 65";"2019";"WWPPF077"
"Husqvarna";"TC 65";"2020";"WWPPF077"
"Husqvarna";"TC 65";"2021";"WWPPF077"
"Husqvarna";"TC 65";"2022";"WWPPF077"
"Husqvarna";"TC 65";"2023";"WWPPF077"
"KTM";"60 SX";"1997";"WWPPF077"
"KTM";"60 SX";"1998";"WWPPF077"
"KTM";"60 SX";"1999";"WWPPF077"
"KTM";"65 SX";"2000";"WWPPF077"
"KTM";"65 SX";"2001";"WWPPF077"
"KTM";"65 SX";"2002";"WWPPF077"
"KTM";"65 SX";"2003";"WWPPF077"
"KTM";"65 SX";"2004";"WWPPF077"
"KTM";"65 SX";"2005";"WWPPF077"
"KTM";"65 SX";"2006";"WWPPF077"
"KTM";"65 SX";"2007";"WWPPF077"
"KTM";"65 SX";"2008";"WWPPF077"
"KTM";"65 SX";"2009";"WWPPF077"
"KTM";"65 SX";"2010";"WWPPF077"
"KTM";"65 SX";"2011";"WWPPF077"
"KTM";"65 SX";"2012";"WWPPF077"
"KTM";"65 SX";"2013";"WWPPF077"
"KTM";"65 SX";"2014";"WWPPF077"
"KTM";"65 SX";"2015";"WWPPF077"
"KTM";"65 SX";"2016";"WWPPF077"
"KTM";"65 SX";"2017";"WWPPF077"
"KTM";"65 SX";"2018";"WWPPF077"
"KTM";"65 SX";"2019";"WWPPF077"
"KTM";"65 SX";"2020";"WWPPF077"
"KTM";"65 SX";"2021";"WWPPF077"
"KTM";"65 SX";"2022";"WWPPF077"
"KTM";"65 SX";"2023";"WWPPF077"
"Husqvarna";"TC 85";"2014";"WWPPF078"
"Husqvarna";"TC 85";"2015";"WWPPF078"
"Husqvarna";"TC 85";"2016";"WWPPF078"
"Husqvarna";"TC 85";"2017";"WWPPF078"
"KTM";"105 SX";"2004";"WWPPF078"
"KTM";"105 SX";"2005";"WWPPF078"
"KTM";"105 SX";"2006";"WWPPF078"
"KTM";"105 SX";"2007";"WWPPF078"
"KTM";"105 SX";"2008";"WWPPF078"
"KTM";"105 SX";"2009";"WWPPF078"
"KTM";"105 SX";"2010";"WWPPF078"
"KTM";"105 SX";"2011";"WWPPF078"
"KTM";"85 SX";"2003";"WWPPF078"
"KTM";"85 SX";"2004";"WWPPF078"
"KTM";"85 SX";"2005";"WWPPF078"
"KTM";"85 SX";"2006";"WWPPF078"
"KTM";"85 SX";"2007";"WWPPF078"
"KTM";"85 SX";"2008";"WWPPF078"
"KTM";"85 SX";"2009";"WWPPF078"
"KTM";"85 SX";"2010";"WWPPF078"
"KTM";"85 SX";"2011";"WWPPF078"
"KTM";"85 SX";"2012";"WWPPF078"
"KTM";"85 SX";"2013";"WWPPF078"
"KTM";"85 SX";"2014";"WWPPF078"
"KTM";"85 SX";"2015";"WWPPF078"
"KTM";"85 SX";"2016";"WWPPF078"
"KTM";"85 SX";"2017";"WWPPF078"
"KTM";"85 SX";"2003";"WWPPF078"
"KTM";"85 SX";"2004";"WWPPF078"
"KTM";"85 SX";"2005";"WWPPF078"
"KTM";"85 SX";"2006";"WWPPF078"
"KTM";"85 SX";"2007";"WWPPF078"
"KTM";"85 SX";"2008";"WWPPF078"
"KTM";"85 SX";"2009";"WWPPF078"
"KTM";"85 SX";"2010";"WWPPF078"
"KTM";"85 SX";"2011";"WWPPF078"
"KTM";"85 SX";"2012";"WWPPF078"
"KTM";"85 SX";"2013";"WWPPF078"
"KTM";"85 SX";"2014";"WWPPF078"
"KTM";"85 SX";"2015";"WWPPF078"
"KTM";"85 SX";"2016";"WWPPF078"
"KTM";"85 SX";"2017";"WWPPF078"
"GasGas";"MC 85";"2021";"WWPPF079"
"GasGas";"MC 85";"2022";"WWPPF079"
"GasGas";"MC 85";"2023";"WWPPF079"
"GasGas";"MC 85";"2024";"WWPPF079"
"Husqvarna";"TC 85";"2018";"WWPPF079"
"Husqvarna";"TC 85";"2019";"WWPPF079"
"Husqvarna";"TC 85";"2020";"WWPPF079"
"Husqvarna";"TC 85";"2021";"WWPPF079"
"Husqvarna";"TC 85";"2022";"WWPPF079"
"Husqvarna";"TC 85";"2023";"WWPPF079"
"Husqvarna";"TC 85";"2024";"WWPPF079"
"KTM";"85 SX";"2018";"WWPPF079"
"KTM";"85 SX";"2019";"WWPPF079"
"KTM";"85 SX";"2020";"WWPPF079"
"KTM";"85 SX";"2021";"WWPPF079"
"KTM";"85 SX";"2022";"WWPPF079"
"KTM";"85 SX";"2023";"WWPPF079"
"KTM";"85 SX";"2024";"WWPPF079"
"KTM";"85 SX";"2018";"WWPPF079"
"KTM";"85 SX";"2019";"WWPPF079"
"KTM";"85 SX";"2020";"WWPPF079"
"KTM";"85 SX";"2021";"WWPPF079"
"KTM";"85 SX";"2022";"WWPPF079"
"KTM";"85 SX";"2023";"WWPPF079"
"KTM";"85 SX";"2024";"WWPPF079"
"Yamaha";"YZ 450 F";"2014";"WWPPF080"
"Yamaha";"YZ 450 F";"2015";"WWPPF080"
"Yamaha";"YZ 450 F";"2016";"WWPPF080"
"Yamaha";"YZ 450 F";"2017";"WWPPF080"
"Yamaha";"YZ 450 F";"2018";"WWPPF080"
"Yamaha";"YZ 450 F";"2019";"WWPPF080"
"Yamaha";"YZ 450 F";"2020";"WWPPF080"
"Yamaha";"YZ 450 F";"2021";"WWPPF080"
"Yamaha";"YZ 450 F";"2022";"WWPPF080"
"Suzuki";"RM-Z 250";"2011";"WWPPF081"
"Suzuki";"RM-Z 250";"2012";"WWPPF081"
"Suzuki";"RM-Z 250";"2013";"WWPPF081"
"Suzuki";"RM-Z 250";"2014";"WWPPF081"
"Suzuki";"RM-Z 250";"2015";"WWPPF081"
"Suzuki";"RM-Z 250";"2016";"WWPPF081"
"Suzuki";"RM-Z 250";"2017";"WWPPF081"
"Suzuki";"RM-Z 250";"2018";"WWPPF081"
"Suzuki";"RM-Z 250";"2019";"WWPPF081"
"Suzuki";"RM-Z 250";"2020";"WWPPF081"
"Suzuki";"RM-Z 250";"2021";"WWPPF081"
"Suzuki";"RM-Z 250";"2022";"WWPPF081"
"Suzuki";"RM-Z 250";"2023";"WWPPF081"
"Suzuki";"RM-Z 250";"2024";"WWPPF081"
"Kawasaki";"KDX 200";"1995";"WWPPF082"
"Kawasaki";"KDX 200";"1996";"WWPPF082"
"Kawasaki";"KDX 200";"1997";"WWPPF082"
"Kawasaki";"KDX 200";"1998";"WWPPF082"
"Kawasaki";"KDX 200";"1999";"WWPPF082"
"Kawasaki";"KDX 200";"2000";"WWPPF082"
"Kawasaki";"KDX 200";"2001";"WWPPF082"
"Kawasaki";"KDX 200";"2002";"WWPPF082"
"Kawasaki";"KDX 200";"2003";"WWPPF082"
"Kawasaki";"KDX 200";"2004";"WWPPF082"
"Kawasaki";"KDX 200";"2005";"WWPPF082"
"Kawasaki";"KDX 200";"2006";"WWPPF082"
"Kawasaki";"KDX 220";"1997";"WWPPF082"
"Kawasaki";"KDX 220";"1998";"WWPPF082"
"Kawasaki";"KDX 220";"1999";"WWPPF082"
"Kawasaki";"KDX 220";"2000";"WWPPF082"
"Kawasaki";"KDX 220";"2001";"WWPPF082"
"Kawasaki";"KDX 220";"2002";"WWPPF082"
"Kawasaki";"KDX 220";"2003";"WWPPF082"
"Kawasaki";"KDX 220";"2004";"WWPPF082"
"Kawasaki";"KDX 220";"2005";"WWPPF082"
"Honda";"CR 125 R";"1986";"WWPPF083"
"Honda";"CR 125 R";"1987";"WWPPF083"
"Honda";"CR 125 R";"1988";"WWPPF083"
"Honda";"CR 125 R";"1989";"WWPPF083"
"Husqvarna";"FC 250";"2016";"WWPPF085"
"Husqvarna";"FC 250";"2017";"WWPPF085"
"Husqvarna";"FC 350";"2016";"WWPPF085"
"Husqvarna";"FC 350";"2017";"WWPPF085"
"KTM";"250 SX-F";"2016";"WWPPF085"
"KTM";"250 SX-F";"2017";"WWPPF085"
"KTM";"350 SX-F";"2016";"WWPPF085"
"KTM";"350 SX-F";"2017";"WWPPF085"
"Honda";"CRF 450 R";"2017";"WWPPF086"
"Honda";"CRF 450 R";"2018";"WWPPF086"
"Honda";"CRF 450 R";"2019";"WWPPF086"
"Honda";"CRF 450 R";"2020";"WWPPF086"
"Honda";"CRF 450 RX";"2017";"WWPPF086"
"Honda";"CRF 450 RX";"2018";"WWPPF086"
"Honda";"CRF 450 RX";"2019";"WWPPF086"
"Honda";"CRF 450 RX";"2020";"WWPPF086"
"Honda";"CRF 450 X";"2019";"WWPPF086"
"Honda";"CRF 450 X";"2020";"WWPPF086"
"Honda";"CRF 450 X";"2021";"WWPPF086"
"Honda";"CRF 450 X";"2022";"WWPPF086"
"Honda";"CRF 450 X";"2023";"WWPPF086"
"Honda";"CRF 450 X";"2024";"WWPPF086"
"Honda";"CRF 250 R";"2018";"WWPPF087"
"Honda";"CRF 250 R";"2019";"WWPPF087"
"Honda";"CRF 250 R";"2020";"WWPPF087"
"Honda";"CRF 250 R";"2021";"WWPPF087"
"Honda";"CRF 250 RX";"2019";"WWPPF087"
"Honda";"CRF 250 RX";"2020";"WWPPF087"
"Honda";"CRF 250 RX";"2021";"WWPPF087"
"Yamaha";"WR 450 F";"2016";"WWPPF088"
"Yamaha";"WR 450 F";"2017";"WWPPF088"
"Yamaha";"WR 450 F";"2018";"WWPPF088"
"Yamaha";"YZ 450 FX";"2016";"WWPPF088"
"Yamaha";"YZ 450 FX";"2017";"WWPPF088"
"Yamaha";"YZ 450 FX";"2018";"WWPPF088"
"Yamaha";"YZ 450 FX";"2019";"WWPPF088"
"Yamaha";"YZ 65";"2018";"WWPPF089"
"Yamaha";"YZ 65";"2019";"WWPPF089"
"Yamaha";"YZ 65";"2020";"WWPPF089"
"Yamaha";"YZ 65";"2021";"WWPPF089"
"Yamaha";"YZ 65";"2022";"WWPPF089"
"Yamaha";"YZ 65";"2023";"WWPPF089"
"Yamaha";"YZ 65";"2024";"WWPPF089"
"GasGas";"MC 350 F";"2023";"WWPPF090"
"GasGas";"MC 350 F";"2024";"WWPPF090"
"GasGas";"MC 250 F";"2021";"WWPPF090"
"GasGas";"MC 250 F";"2022";"WWPPF090"
"GasGas";"MC 250 F";"2023";"WWPPF090"
"GasGas";"MC 250 F";"2024";"WWPPF090"
"Husqvarna";"FC 250";"2016";"WWPPF090"
"Husqvarna";"FC 250";"2017";"WWPPF090"
"Husqvarna";"FC 250";"2018";"WWPPF090"
"Husqvarna";"FC 250";"2019";"WWPPF090"
"Husqvarna";"FC 250";"2020";"WWPPF090"
"Husqvarna";"FC 250";"2021";"WWPPF090"
"Husqvarna";"FC 250";"2022";"WWPPF090"
"Husqvarna";"FC 250";"2023";"WWPPF090"
"Husqvarna";"FC 250";"2024";"WWPPF090"
"Husqvarna";"FC 350";"2016";"WWPPF090"
"Husqvarna";"FC 350";"2017";"WWPPF090"
"Husqvarna";"FC 350";"2018";"WWPPF090"
"Husqvarna";"FC 350";"2019";"WWPPF090"
"Husqvarna";"FC 350";"2020";"WWPPF090"
"Husqvarna";"FC 350";"2021";"WWPPF090"
"Husqvarna";"FC 350";"2022";"WWPPF090"
"Husqvarna";"FC 350";"2023";"WWPPF090"
"Husqvarna";"FC 350";"2024";"WWPPF090"
"Husqvarna";"FE 350";"2017";"WWPPF090"
"Husqvarna";"FE 350";"2018";"WWPPF090"
"Husqvarna";"FE 350";"2019";"WWPPF090"
"Husqvarna";"FE 350";"2020";"WWPPF090"
"Husqvarna";"FE 350";"2021";"WWPPF090"
"Husqvarna";"FE 350";"2022";"WWPPF090"
"Husqvarna";"FE 350";"2023";"WWPPF090"
"Husqvarna";"FE 350";"2024";"WWPPF090"
"KTM";"250 SX-F";"2016";"WWPPF090"
"KTM";"250 SX-F";"2017";"WWPPF090"
"KTM";"250 SX-F";"2018";"WWPPF090"
"KTM";"250 SX-F";"2019";"WWPPF090"
"KTM";"250 SX-F";"2020";"WWPPF090"
"KTM";"250 SX-F";"2021";"WWPPF090"
"KTM";"250 SX-F";"2022";"WWPPF090"
"KTM";"250 SX-F";"2023";"WWPPF090"
"KTM";"250 SX-F";"2024";"WWPPF090"
"KTM";"350 SX-F";"2016";"WWPPF090"
"KTM";"350 SX-F";"2017";"WWPPF090"
"KTM";"350 SX-F";"2018";"WWPPF090"
"KTM";"350 SX-F";"2019";"WWPPF090"
"KTM";"350 SX-F";"2020";"WWPPF090"
"KTM";"350 SX-F";"2021";"WWPPF090"
"KTM";"350 SX-F";"2022";"WWPPF090"
"KTM";"350 SX-F";"2023";"WWPPF090"
"KTM";"350 SX-F";"2024";"WWPPF090"
"KTM";"Freeride 250 R";"2014";"WWPPF090"
"KTM";"Freeride 250 R";"2015";"WWPPF090"
"KTM";"Freeride 250 R";"2016";"WWPPF090"
"KTM";"Freeride 250 R";"2017";"WWPPF090"
"GasGas";"MC 125";"2021";"WWPPF091"
"GasGas";"MC 125";"2022";"WWPPF091"
"GasGas";"MC 125";"2023";"WWPPF091"
"GasGas";"MC 125";"2024";"WWPPF091"
"Husqvarna";"TC 125";"2019";"WWPPF091"
"Husqvarna";"TC 125";"2020";"WWPPF091"
"Husqvarna";"TC 125";"2021";"WWPPF091"
"Husqvarna";"TC 125";"2022";"WWPPF091"
"Husqvarna";"TC 125";"2023";"WWPPF091"
"Husqvarna";"TC 125";"2024";"WWPPF091"
"Husqvarna";"TE 150";"2019";"WWPPF091"
"Husqvarna";"TE 150";"2020";"WWPPF091"
"Husqvarna";"TE 150";"2021";"WWPPF091"
"Husqvarna";"TE 150";"2022";"WWPPF091"
"Husqvarna";"TE 150";"2023";"WWPPF091"
"Husqvarna";"TE 150";"2024";"WWPPF091"
"Husqvarna";"TE 125";"2019";"WWPPF091"
"KTM";"125 SX";"2019";"WWPPF091"
"KTM";"125 SX";"2020";"WWPPF091"
"KTM";"125 SX";"2021";"WWPPF091"
"KTM";"125 SX";"2022";"WWPPF091"
"KTM";"125 SX";"2023";"WWPPF091"
"KTM";"125 SX";"2024";"WWPPF091"
"KTM";"150 EXC";"2020";"WWPPF091"
"KTM";"150 EXC";"2021";"WWPPF091"
"KTM";"150 EXC";"2022";"WWPPF091"
"KTM";"150 EXC";"2023";"WWPPF091"
"KTM";"150 EXC";"2024";"WWPPF091"
"KTM";"150 SX";"2019";"WWPPF091"
"KTM";"150 SX";"2020";"WWPPF091"
"KTM";"150 SX";"2021";"WWPPF091"
"KTM";"150 SX";"2022";"WWPPF091"
"Yamaha";"WR 250 F";"2020";"WWPPF092"
"Yamaha";"WR 250 F";"2021";"WWPPF092"
"Yamaha";"WR 250 F";"2022";"WWPPF092"
"Yamaha";"WR 250 F";"2023";"WWPPF092"
"Yamaha";"WR 250 F";"2024";"WWPPF092"
"Yamaha";"YZ 250 F";"2019";"WWPPF092"
"Yamaha";"YZ 250 F";"2020";"WWPPF092"
"Yamaha";"YZ 250 F";"2021";"WWPPF092"
"Yamaha";"YZ 250 F";"2022";"WWPPF092"
"Yamaha";"YZ 250 F";"2023";"WWPPF092"
"Yamaha";"YZ 250 F";"2024";"WWPPF092"
"Yamaha";"YZ 250 FX";"2020";"WWPPF092"
"Yamaha";"YZ 250 FX";"2021";"WWPPF092"
"Yamaha";"YZ 250 FX";"2022";"WWPPF092"
"Yamaha";"YZ 250 FX";"2023";"WWPPF092"
"Yamaha";"YZ 250 FX";"2024";"WWPPF092"
"Yamaha";"WR 450 F";"2019";"WWPPF093"
"Yamaha";"WR 450 F";"2020";"WWPPF093"
"Yamaha";"WR 450 F";"2021";"WWPPF093"
"Yamaha";"WR 450 F";"2022";"WWPPF093"
"Yamaha";"WR 450 F";"2023";"WWPPF093"
"Yamaha";"YZ 450 FX";"2020";"WWPPF093"
"Yamaha";"YZ 450 FX";"2021";"WWPPF093"
"Yamaha";"YZ 450 FX";"2022";"WWPPF093"
"Yamaha";"YZ 450 FX";"2023";"WWPPF093"
"Kawasaki";"KDX 200";"1986";"WWPPF094"
"Kawasaki";"KDX 200";"1987";"WWPPF094"
"Kawasaki";"KDX 200";"1988";"WWPPF094"
"Kawasaki";"KX 125";"1985";"WWPPF094"
"Kawasaki";"KX 125";"1986";"WWPPF094"
"Kawasaki";"KX 125";"1987";"WWPPF094"
"Kawasaki";"KDX 200";"1989";"WWPPF095"
"Kawasaki";"KDX 200";"1990";"WWPPF095"
"Kawasaki";"KDX 200";"1991";"WWPPF095"
"Kawasaki";"KDX 200";"1992";"WWPPF095"
"Kawasaki";"KDX 200";"1993";"WWPPF095"
"Kawasaki";"KDX 200";"1994";"WWPPF095"
"Honda";"XR 200";"1985";"WWPPF096"
"Suzuki";"RM 250";"1988";"WWPPF098"
"Suzuki";"RM 250";"1989";"WWPPF098"
"Suzuki";"RM 250";"1990";"WWPPF098"
"Suzuki";"RM 250";"1991";"WWPPF098"
"GasGas";"EC 250 F";"2014";"WWPPF100"
"GasGas";"EC 250 F";"2015";"WWPPF100"
"GasGas";"EC 300 F";"2014";"WWPPF100"
"GasGas";"EC 300 F";"2015";"WWPPF100"
"Kawasaki";"KX 250";"2021";"WWPPF102"
"Kawasaki";"KX 250";"2022";"WWPPF102"
"Kawasaki";"KX 250";"2023";"WWPPF102"
"Kawasaki";"KX 250";"2024";"WWPPF102"
"Kawasaki";"KX 450";"2021";"WWPPF103"
"Kawasaki";"KX 450";"2022";"WWPPF103"
"Kawasaki";"KX 450";"2023";"WWPPF103"
"Kawasaki";"KX 450";"2024";"WWPPF103"
"Honda";"XR 250 R";"1996";"WWPPF104"
"Honda";"XR 250 R";"1997";"WWPPF104"
"Honda";"XR 250 R";"1998";"WWPPF104"
"Honda";"XR 250 R";"1999";"WWPPF104"
"Honda";"XR 250 R";"2000";"WWPPF104"
"Honda";"XR 250 R";"2001";"WWPPF104"
"Honda";"XR 250 R";"2002";"WWPPF104"
"Honda";"XR 250 R";"2003";"WWPPF104"
"Honda";"XR 250 R";"2004";"WWPPF104"
"Suzuki";"DR 350";"1990";"WWPPF105"
"Suzuki";"DR 350";"1991";"WWPPF105"
"Suzuki";"DR 350";"1992";"WWPPF105"
"Suzuki";"DR 350";"1993";"WWPPF105"
"Suzuki";"DR 350";"1994";"WWPPF105"
"Suzuki";"DR 350";"1995";"WWPPF105"
"Suzuki";"DR 350";"1996";"WWPPF105"
"Suzuki";"DR 350";"1997";"WWPPF105"
"Suzuki";"DR 350";"1998";"WWPPF105"
"Suzuki";"DR 350";"1999";"WWPPF105"
"Suzuki";"RM-Z 450";"2008";"WWPPF106"
"Suzuki";"RM-Z 450";"2009";"WWPPF106"
"Suzuki";"RM-Z 450";"2010";"WWPPF106"
"Suzuki";"RM-Z 450";"2011";"WWPPF106"
"Suzuki";"RM-Z 450";"2012";"WWPPF106"
"Suzuki";"RM-Z 450";"2013";"WWPPF106"
"Suzuki";"RM-Z 450";"2014";"WWPPF106"
"Suzuki";"RM-Z 450";"2015";"WWPPF106"
"Suzuki";"RM-Z 450";"2016";"WWPPF106"
"Suzuki";"RM-Z 450";"2017";"WWPPF106"
"Suzuki";"RM-Z 450";"2018";"WWPPF106"
"Suzuki";"RM-Z 450";"2019";"WWPPF106"
"Suzuki";"RM-Z 450";"2020";"WWPPF106"
"Suzuki";"RM-Z 450";"2021";"WWPPF106"
"Suzuki";"RM-Z 450";"2022";"WWPPF106"
"Suzuki";"RM-Z 450";"2023";"WWPPF106"
"Suzuki";"RM-Z 450";"2024";"WWPPF106"
"Beta";"RR 125 Enduro 2T";"2018";"WWPPF107"
"Beta";"RR 125 Enduro 2T";"2019";"WWPPF107"
"Beta";"RR 125 Enduro 2T";"2020";"WWPPF107"
"Beta";"RR 125 Enduro 2T";"2021";"WWPPF107"
"Beta";"RR 125 Enduro 2T";"2022";"WWPPF107"
"Beta";"RR 125 Enduro 2T";"2023";"WWPPF107"
"Beta";"RR 125 Enduro 2T";"2024";"WWPPF107"
"Beta";"RR 200 Enduro 2T";"2019";"WWPPF107"
"Beta";"RR 200 Enduro 2T";"2020";"WWPPF107"
"Beta";"RR 200 Enduro 2T";"2021";"WWPPF107"
"Beta";"RR 200 Enduro 2T";"2022";"WWPPF107"
"Beta";"RR 200 Enduro 2T";"2023";"WWPPF107"
"Husqvarna";"TE 310";"2011";"WWPPF107"
"Husqvarna";"TE 310";"2012";"WWPPF107"
"Husqvarna";"TE 310";"2013";"WWPPF107"
"Husqvarna";"TE 310";"2012";"WWPPF107"
"Husqvarna";"TE 310";"2013";"WWPPF107"
"Kawasaki";"KX 450";"2019";"WWPPF108"
"Kawasaki";"KX 450";"2020";"WWPPF108"
"Sherco";"SE 250 i-FR";"2008";"WWPPF109"
"Sherco";"SE 250 i-FR";"2009";"WWPPF109"
"Sherco";"SE 250 i-FR";"2010";"WWPPF109"
"Sherco";"SE 300 i-FR";"2010";"WWPPF109"
